Distance,Bottom_D,Wind_Spd,Depthm,T_degC,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,ChlorA,Phaeop,PO4uM,SiO3uM,NO2uM,NO3uM,NH3uM,DarkAs,MeanAs,R_DYNHT,R_Nuts,Salnty
-11.402,140.0,18.0,12,17.154,5.917,24.44038,107.65,257.9489,1.857,0.46,0.24,3.91,0.027,0.1,0.03,0.582,49.521,0.042,0.03,33.6455
-11.402,140.0,18.0,20,16.839,5.832,24.50114,105.44,254.2282,1.835,0.51,0.29,4.19,0.04,0.5,0.04,0.38,13.032,0.07,0.04,33.6273
-11.402,140.0,18.0,21,16.319,5.843,24.62344,104.57,254.6773,1.832,0.516,0.3,4.23,0.038,0.6,0.04,0.355,8.471,0.073,0.04,33.6297
-11.402,140.0,18.0,27,13.184,5.519,25.19591,92.62,240.4209,1.031,0.376,0.73,7.29,0.196,5.8,0.22,0.188,1.919,0.091,0.22,33.4993
-47.605,99.0,25.0,0,16.518,5.979,24.54507,107.41,260.6251,2.045,0.518,0.39,5.46,0.04,1.1,0.04,0.564,52.123,0.0,0.04,33.5893
-47.605,99.0,25.0,2,16.518,5.979,24.54522,107.4,260.625,2.045,0.518,0.39,5.46,0.04,1.1,0.04,0.564,52.123,0.007,0.04,33.5893
-47.605,99.0,25.0,5,15.998,5.961,24.6644,105.99,259.8102,2.196,0.491,0.42,5.59,0.04,1.4,0.06,0.476,57.026,0.017,0.06,33.5894
-47.605,99.0,25.0,10,14.091,5.836,25.11066,99.88,254.2513,2.902,0.607,0.75,8.88,0.09,6.3,0.08,0.382,39.675,0.033,0.08,33.6298
-47.605,99.0,25.0,20,11.102,3.972,25.68574,63.83,172.9472,0.776,0.266,1.42,15.47,0.2,16.1,0.12,0.195,4.973,0.058,0.12,33.6222
-47.605,99.0,25.0,21,11.079,3.955,25.69007,63.52,172.2063,0.463,0.221,1.49,16.13,0.21,17.1,0.12,0.176,1.503,0.06,0.12,33.6224
-47.605,99.0,25.0,28,10.437,3.399,25.84456,53.85,147.975,0.257,0.141,1.73,19.61,0.18,20.7,0.11,0.162,0.24,0.075,0.11,33.6753
-162.91,4194.0,19.0,0,16.272,5.856,24.41332,104.53,255.2963,0.559,0.111,0.38,1.46,0.033,0.7,0.0,0.178,12.749,0.0,0.0,33.3442
-162.91,4194.0,19.0,2,16.272,5.856,24.41346,104.53,255.2963,0.559,0.111,0.38,1.46,0.033,0.7,0.0,0.178,12.749,0.007,0.0,33.3442
-162.91,4194.0,19.0,7,16.267,5.854,24.41489,104.48,255.2088,0.522,0.11,0.37,1.41,0.034,0.6,0.0,0.154,14.178,0.025,0.0,33.3441
-162.91,4194.0,19.0,9,16.272,5.859,24.41282,104.58,255.4272,0.609,0.112,0.37,1.36,0.033,0.6,0.0,0.141,14.07,0.032,0.0,33.3427
-162.91,4194.0,19.0,10,16.266,5.874,24.41357,104.84,256.081,0.607,0.113,0.37,1.36,0.03,0.6,0.0,0.145,14.002,0.035,0.0,33.3418
-162.91,4194.0,19.0,18,16.173,5.886,24.4394,104.86,256.5977,0.594,0.118,0.38,1.36,0.033,0.6,0.0,0.174,13.459,0.063,0.0,33.3471
-162.91,4194.0,19.0,20,16.073,5.905,24.47084,105.0,257.4181,0.605,0.143,0.39,1.47,0.04,0.7,0.0,0.168,11.972,0.07,0.0,33.3583
-162.91,4194.0,19.0,30,14.148,6.189,24.82112,105.8,269.7063,0.613,0.259,0.46,2.13,0.09,1.5,0.0,0.139,4.536,0.104,0.0,33.2687
-162.91,4194.0,19.0,32,13.978,6.12,24.83868,104.24,266.6949,0.606,0.28,0.48,2.28,0.103,1.7,0.0,0.133,3.049,0.109,0.0,33.2456
-162.91,4194.0,19.0,41,12.768,5.93,25.01218,98.44,258.3714,0.503,0.334,0.57,3.29,0.394,2.7,0.0,0.091,1.149,0.136,0.0,33.1551
-11.209,648.0,5.0,0,18.832,5.985,23.99067,112.42,261.0279,0.287,0.084,0.28,4.42,0.018,0.0,0.1,0.345,16.857,0.0,0.1,33.5944
-11.209,648.0,5.0,2,18.832,5.985,23.99085,112.42,261.0278,0.287,0.084,0.28,4.42,0.018,0.0,0.1,0.345,16.857,0.008,0.1,33.5944
-11.209,648.0,5.0,8,18.638,6.064,24.03807,113.48,264.4611,0.316,0.103,0.26,4.42,0.0,0.0,0.1,0.322,15.0,0.031,0.1,33.5919
-11.209,648.0,5.0,10,17.343,6.265,24.26318,114.29,273.167,0.457,0.158,0.27,5.15,0.01,0.0,0.11,0.485,17.791,0.039,0.11,33.578
-11.209,648.0,5.0,11,14.962,6.614,24.88011,115.17,288.2105,0.528,0.185,0.27,5.51,0.016,0.0,0.11,0.566,19.186,0.042,0.11,33.571
-11.209,648.0,5.0,20,12.127,5.785,25.40832,94.96,251.9563,4.16,0.676,0.72,8.7,0.06,5.7,0.11,0.457,63.174,0.067,0.11,33.5085
-11.209,648.0,5.0,21,12.102,5.78,25.41442,94.83,251.7371,4.564,0.73,0.77,9.05,0.068,6.3,0.11,0.445,68.061,0.07,0.11,33.5102
-11.209,648.0,5.0,38,10.913,3.845,25.68077,61.51,167.4183,0.621,0.385,1.58,15.16,0.567,16.9,0.3,0.512,1.443,0.111,0.3,33.5715
-11.209,648.0,5.0,47,10.797,3.719,25.70991,59.35,161.9274,0.684,0.363,1.64,15.77,0.597,17.5,0.3,0.251,0.545,0.132,0.3,33.5821
-150.848,3729.0,10.0,0,15.434,5.972,24.83873,105.04,260.2454,1.26,0.428,0.4,2.29,0.048,1.4,0.09,0.428,51.773,0.0,0.09,33.6524
-150.848,3729.0,10.0,1,15.434,5.972,24.8388,105.04,260.2453,1.26,0.428,0.4,2.29,0.048,1.4,0.09,0.428,51.773,0.003,0.09,33.6524
-150.848,3729.0,10.0,6,15.38,5.976,24.85153,104.99,260.4164,1.23,0.445,0.4,2.24,0.07,1.4,0.09,0.408,49.62,0.019,0.09,33.653
-150.848,3729.0,10.0,8,15.37,6.007,24.85534,105.52,261.7663,1.435,0.541,0.4,2.17,0.047,1.4,0.11,0.333,47.81,0.025,0.11,33.6549
-150.848,3729.0,10.0,10,15.364,6.009,24.85341,105.54,261.854,1.41,0.525,0.41,2.15,0.05,1.4,0.11,0.322,43.584,0.031,0.11,33.6505
-150.848,3729.0,10.0,15,15.364,5.975,24.8549,104.94,260.372,1.346,0.486,0.44,2.11,0.05,1.4,0.11,0.295,33.018,0.047,0.11,33.652
-150.848,3729.0,10.0,20,15.361,5.968,24.85451,104.81,260.067,1.309,0.496,0.42,2.09,0.05,1.4,0.13,0.289,20.768,0.062,0.13,33.6502
-150.848,3729.0,10.0,27,15.336,5.953,24.85625,104.49,259.413,1.257,0.509,0.4,2.05,0.046,1.5,0.15,0.28,3.618,0.084,0.15,33.6447
-150.848,3729.0,10.0,30,15.267,5.988,24.86207,104.95,260.9366,1.082,0.464,0.44,2.03,0.06,1.8,0.19,0.255,2.348,0.094,0.19,33.6323
-150.848,3729.0,10.0,34,13.651,5.97,25.01249,101.18,260.1141,0.849,0.405,0.49,2.0,0.072,2.3,0.25,0.221,0.654,0.106,0.25,33.3835
-310.331,4029.0,15.0,0,17.154,5.636,24.1177,102.29,245.7762,0.19,0.038,0.32,2.13,0.01,0.0,0.05,0.175,5.444,0.0,0.05,33.2259
-310.331,4029.0,15.0,2,17.154,5.636,24.11786,102.29,245.7762,0.19,0.038,0.32,2.13,0.01,0.0,0.05,0.175,5.444,0.008,0.05,33.2259
-310.331,4029.0,15.0,10,17.145,5.644,24.1193,102.41,246.1247,0.188,0.039,0.32,2.1,0.009,0.0,0.11,0.174,5.44,0.038,0.11,33.2242
-310.331,4029.0,15.0,16,17.12,5.64,24.12673,102.29,245.9485,0.196,0.041,0.32,2.12,0.011,0.0,0.21,0.22,5.59,0.061,0.21,33.2256
-310.331,4029.0,15.0,20,17.117,5.643,24.12414,102.33,246.0799,0.201,0.045,0.32,2.17,0.01,0.0,0.17,0.273,5.515,0.065,0.17,33.2209
-310.331,4029.0,15.0,30,16.418,5.658,24.30781,101.22,246.6898,0.215,0.054,0.31,2.28,0.009,0.0,0.06,0.406,5.328,0.113,0.06,33.2475
-310.331,4029.0,15.0,50,15.542,5.892,24.50511,103.58,256.8428,0.309,0.111,0.33,2.11,0.01,0.0,0.08,0.127,1.547,0.155,0.08,33.2456
-310.331,4029.0,15.0,51,15.525,5.931,24.51102,104.23,258.5414,0.318,0.116,0.33,2.08,0.01,0.0,0.08,0.113,1.358,0.186,0.08,33.2483
-310.331,4029.0,15.0,65,14.969,5.917,24.66238,102.85,257.8929,0.375,0.237,0.34,1.94,0.011,0.0,0.11,0.131,0.802,0.233,0.11,33.2859
-37.274,1190.0,3.0,0,19.995,5.442,23.76269,104.53,237.3985,0.234,0.062,0.3,1.87,0.017,0.0,0.03,0.303,25.781,0.0,0.03,33.6865
-37.274,1190.0,3.0,2,19.995,5.442,23.76288,104.53,237.3985,0.234,0.062,0.3,1.87,0.017,0.0,0.03,0.303,25.781,0.008,0.03,33.6865
-37.274,1190.0,3.0,10,19.892,5.419,23.78451,103.88,236.3901,0.216,0.055,0.3,1.89,0.02,0.0,0.04,0.27,28.077,0.042,0.04,33.6786
-37.274,1190.0,3.0,14,19.537,5.462,23.87783,104.01,238.2442,0.227,0.061,0.31,1.91,0.015,0.0,0.07,0.254,29.225,0.058,0.07,33.6799
-37.274,1190.0,3.0,19,15.552,6.538,24.7422,115.19,284.9371,0.375,0.177,0.37,3.51,0.011,0.0,0.18,0.365,35.947,0.076,0.18,33.5593
-37.274,1190.0,3.0,20,15.085,6.537,24.89297,114.27,284.8516,0.474,0.195,0.38,3.5,0.01,0.2,0.17,0.375,35.306,0.079,0.17,33.5539
-37.274,1190.0,3.0,30,12.8,6.167,25.28403,102.68,268.6263,1.877,0.452,0.6,4.23,0.04,4.2,0.12,0.476,28.901,0.108,0.12,33.5148
-37.274,1190.0,3.0,36,11.55,5.024,25.53816,81.47,218.7845,3.715,0.779,1.0,6.78,0.076,10.9,0.12,0.536,25.057,0.123,0.12,33.5361
-37.274,1190.0,3.0,50,10.688,3.732,25.73931,59.42,162.4888,0.343,0.2,1.67,16.67,0.11,19.1,0.04,0.326,13.25,0.157,0.04,33.5951
-37.274,1190.0,3.0,64,10.089,3.008,25.94144,47.31,130.9405,0.151,0.152,2.0,22.36,0.064,23.9,0.03,0.115,1.442,0.186,0.03,33.7214
-37.274,1190.0,3.0,75,9.863,2.829,26.03409,44.29,123.1374,0.103,0.111,2.09,24.56,0.04,25.3,0.01,0.142,0.687,0.209,0.01,33.7909
-37.274,1190.0,3.0,81,9.726,2.689,26.08224,41.98,117.0381,0.067,0.093,2.16,26.01,0.03,26.2,0.0,0.156,0.275,0.22,0.0,33.8231
-128.89,888.0,12.0,0,16.596,5.835,24.59045,105.03,254.3368,0.954,0.16,0.42,0.98,0.062,1.1,0.21,0.308,40.078,0.0,0.21,33.6719
-128.89,888.0,12.0,2,16.596,5.835,24.5906,105.03,254.3368,0.954,0.16,0.42,0.98,0.062,1.1,0.21,0.308,40.078,0.007,0.21,33.6719
-128.89,888.0,12.0,7,16.563,5.831,24.59938,104.89,254.1603,1.048,0.175,0.41,0.93,0.063,0.9,0.17,0.324,37.963,0.023,0.17,33.6729
-128.89,888.0,12.0,9,16.26,5.818,24.66742,104.03,253.5768,1.121,0.179,0.42,0.93,0.065,0.9,0.19,0.334,35.792,0.03,0.19,33.6705
-128.89,888.0,12.0,10,16.092,5.765,24.71587,102.75,251.2549,1.097,0.197,0.47,1.38,0.08,1.6,0.31,0.321,34.076,0.034,0.31,33.6836
-128.89,888.0,12.0,17,13.8,5.39,25.18398,91.7,234.8041,0.925,0.32,0.83,4.52,0.197,6.2,1.18,0.229,22.066,0.054,1.18,33.6461
-128.89,888.0,12.0,20,13.469,5.14,25.26368,86.86,223.896,0.853,0.311,0.92,6.33,0.22,7.6,1.04,0.214,17.37,0.063,1.04,33.6615
-128.89,888.0,12.0,30,12.133,4.405,25.53093,72.38,191.8297,0.526,0.253,1.28,12.51,0.293,13.3,0.7,0.164,1.716,0.088,0.7,33.6673
-128.89,888.0,12.0,38,11.114,4.045,25.70073,65.02,176.1232,0.193,0.118,1.47,15.62,0.321,17.0,0.22,0.116,0.164,0.107,0.22,33.6432
-288.376,4022.0,15.0,0,17.086,5.637,24.17008,102.2,245.8072,0.175,0.029,0.32,1.87,0.01,0.0,0.0,0.146,3.422,0.0,0.0,33.2733
-288.376,4022.0,15.0,2,17.086,5.637,24.17023,102.2,245.8072,0.175,0.029,0.32,1.87,0.01,0.0,0.0,0.146,3.422,0.008,0.0,33.2733
-288.376,4022.0,15.0,10,17.086,5.666,24.16848,102.72,247.0722,0.169,0.033,0.32,1.88,0.01,0.0,0.13,0.134,2.44,0.038,0.13,33.2702
-288.376,4022.0,15.0,11,17.086,5.639,24.1717,102.23,245.8941,0.168,0.033,0.32,1.88,0.015,0.0,0.15,0.132,2.317,0.041,0.15,33.2743
-288.376,4022.0,15.0,15,17.046,5.649,24.17728,102.33,246.3288,0.17,0.037,0.32,1.92,0.012,0.0,0.18,0.12,2.904,0.056,0.18,33.2689
-288.376,4022.0,15.0,20,16.77,5.729,24.23368,103.21,249.8035,0.172,0.04,0.32,1.98,0.01,0.0,0.12,0.117,2.417,0.066,0.12,33.2578
-288.376,4022.0,15.0,29,15.841,5.92,24.40879,104.68,258.0876,0.175,0.044,0.31,2.09,0.01,0.0,0.0,0.111,1.54,0.107,0.0,33.2088
-288.376,4022.0,15.0,30,15.765,5.927,24.42032,104.64,258.3899,0.181,0.047,0.31,2.1,0.01,0.0,0.0,0.11,1.498,0.102,0.0,33.2016
-288.376,4022.0,15.0,50,14.778,5.958,24.65647,103.13,259.6815,0.401,0.24,0.34,2.02,0.01,0.0,0.01,0.096,0.653,0.171,0.01,33.2262
-288.376,4022.0,15.0,51,14.649,5.946,24.6867,102.66,259.1508,0.417,0.256,0.34,2.0,0.011,0.0,0.01,0.095,0.611,0.182,0.01,33.2296
-288.376,4022.0,15.0,65,13.89,5.891,24.85823,100.15,256.7107,0.386,0.292,0.39,2.39,0.065,0.3,0.23,0.083,0.231,0.227,0.23,33.2449
-2.09,63.0,5.0,0,21.058,5.494,23.48918,107.62,239.731,0.44,0.113,0.28,2.44,0.017,0.0,0.18,0.303,25.781,0.0,0.18,33.6986
-2.09,63.0,5.0,2,21.058,5.494,23.48938,107.62,239.7309,0.44,0.113,0.28,2.44,0.017,0.0,0.18,0.303,25.781,0.009,0.18,33.6986
-2.09,63.0,5.0,9,18.159,5.808,24.18874,107.73,253.2593,0.427,0.172,0.32,2.22,0.023,0.4,1.39,0.254,29.225,0.038,1.39,33.6337
-2.09,63.0,5.0,10,17.16,6.109,24.41434,111.14,266.3258,0.549,0.229,0.34,2.42,0.02,0.3,1.04,0.291,31.466,0.041,1.04,33.6136
-2.09,63.0,5.0,12,15.654,6.309,24.72464,111.39,274.9616,0.793,0.343,0.37,2.81,0.02,0.1,0.33,0.365,35.947,0.048,0.33,33.5666
-2.09,63.0,5.0,20,12.386,5.819,25.37468,96.05,253.4454,0.984,0.441,0.77,7.06,0.15,6.4,0.94,0.479,28.687,0.071,0.94,33.5288
-2.09,63.0,5.0,24,11.961,5.153,25.4239,84.27,224.4272,1.08,0.49,0.97,9.19,0.221,9.5,1.25,0.536,25.057,0.082,1.25,33.488
-2.09,63.0,5.0,30,11.643,4.619,25.49604,75.04,201.1559,0.754,0.381,1.14,10.99,0.33,12.1,1.15,0.378,16.201,0.097,1.15,33.5043
-2.09,63.0,5.0,40,10.918,3.838,25.71159,61.42,167.1085,0.422,0.303,1.46,14.37,0.297,15.2,0.96,0.115,1.442,0.121,0.96,33.6121
-2.09,63.0,5.0,50,10.729,3.238,25.77006,51.62,140.9761,0.279,0.468,1.68,17.32,0.3,17.4,2.42,0.152,0.381,0.144,2.42,33.6438
-2.09,63.0,5.0,51,10.669,3.27,25.77992,52.06,142.368,0.265,0.485,1.7,17.62,0.304,17.6,2.57,0.156,0.275,0.146,2.57,33.6429
-75.032,1351.0,12.0,0,18.551,5.566,24.01564,103.96,242.7478,0.225,0.044,0.31,1.74,0.021,0.0,0.58,0.209,7.742,0.0,0.58,33.5351
-75.032,1351.0,12.0,2,18.551,5.566,24.01581,103.96,242.7478,0.225,0.044,0.31,1.74,0.021,0.0,0.58,0.209,7.742,0.008,0.58,33.5351
-75.032,1351.0,12.0,10,18.213,5.709,24.10486,105.94,248.9627,0.269,0.059,0.31,1.53,0.02,0.0,0.84,0.19,9.354,0.039,0.84,33.5413
-75.032,1351.0,12.0,11,18.144,5.687,24.12617,105.4,247.9982,0.274,0.061,0.31,1.5,0.019,0.0,0.87,0.188,9.555,0.042,0.87,33.5469
-75.032,1351.0,12.0,14,17.735,5.722,24.22516,105.22,249.5003,0.326,0.062,0.3,1.4,0.018,0.0,0.33,0.226,8.374,0.054,0.33,33.5458
-75.032,1351.0,12.0,27,15.633,6.165,24.6611,108.74,268.7024,0.53,0.158,0.34,1.64,0.029,0.1,0.49,0.279,11.801,0.099,0.49,33.4766
-75.032,1351.0,12.0,30,15.229,6.263,24.73469,109.56,272.9541,0.585,0.194,0.35,1.79,0.03,0.2,0.48,0.257,10.626,0.11,0.48,33.4561
-75.032,1351.0,12.0,48,13.094,5.849,25.12215,97.89,254.8148,0.579,0.34,0.61,3.84,0.174,3.8,0.73,0.125,3.579,0.162,0.73,33.3794
-75.032,1351.0,12.0,50,13.041,5.876,25.13447,98.24,255.988,0.553,0.341,0.64,4.02,0.2,4.2,0.76,0.124,3.125,0.17,0.76,33.3816
-75.032,1351.0,12.0,60,12.721,5.433,25.29632,90.29,236.6514,0.325,0.252,0.86,5.05,0.416,7.6,0.62,0.117,0.857,0.196,0.62,33.5087
-214.562,3841.0,11.0,0,17.046,5.713,24.31762,103.61,249.0854,0.279,0.005,0.32,0.82,0.009,0.0,0.07,0.172,6.59,0.0,0.07,33.4534
-214.562,3841.0,11.0,3,17.046,5.713,24.31785,103.61,249.0854,0.279,0.005,0.32,0.82,0.009,0.0,0.07,0.172,6.59,0.011,0.07,33.4534
-214.562,3841.0,11.0,10,17.023,5.836,24.3225,105.79,254.447,0.254,0.033,0.32,0.8,0.01,0.0,0.06,0.206,6.933,0.036,0.06,33.4517
-214.562,3841.0,11.0,11,17.008,5.839,24.32987,105.81,254.5759,0.25,0.037,0.32,0.8,0.014,0.0,0.06,0.211,6.982,0.04,0.06,33.4566
-214.562,3841.0,11.0,14,16.995,5.813,24.32909,105.31,253.4426,0.275,0.026,0.32,0.8,0.008,0.0,0.06,0.223,6.261,0.05,0.06,33.4513
-214.562,3841.0,11.0,27,16.957,5.848,24.33701,105.86,254.9666,0.324,0.052,0.32,0.77,0.008,0.0,0.06,0.229,6.349,0.097,0.06,33.4487
-214.562,3841.0,11.0,30,15.609,5.839,24.58654,102.87,254.5122,0.393,0.069,0.33,0.83,0.01,0.0,0.07,0.212,5.777,0.108,0.07,33.3725
-214.562,3841.0,11.0,48,14.309,6.007,24.80637,103.04,261.7788,0.468,0.251,0.39,1.88,0.045,0.4,0.21,0.109,2.348,0.166,0.21,33.2918
-214.562,3841.0,11.0,50,14.35,5.981,24.85152,102.72,260.6343,0.463,0.26,0.4,1.86,0.05,0.5,0.22,0.107,2.096,0.173,0.22,33.3613
-214.562,3841.0,11.0,61,13.596,5.915,24.95077,99.97,257.7332,0.543,0.348,0.42,2.7,0.123,0.5,0.13,0.098,0.71,0.206,0.13,33.2872
-374.035,4140.0,11.0,0,18.729,5.424,23.88477,101.58,236.5851,0.079,0.014,0.29,2.61,0.013,0.1,0.2,0.184,2.403,0.0,0.2,33.422
-374.035,4140.0,11.0,2,18.729,5.424,23.88494,101.58,236.585,0.079,0.014,0.29,2.61,0.013,0.1,0.2,0.184,2.403,0.008,0.2,33.422
-374.035,4140.0,11.0,10,18.671,5.452,23.90091,101.99,237.8026,0.087,0.014,0.3,2.59,0.01,0.0,0.14,0.147,2.583,0.04,0.14,33.423
-374.035,4140.0,11.0,16,18.628,5.425,23.91025,101.4,236.6228,0.093,0.014,0.3,2.58,0.012,0.0,0.1,0.12,2.718,0.064,0.1,33.4205
-374.035,4140.0,11.0,20,18.606,5.454,23.91347,101.89,237.8869,0.087,0.015,0.28,2.58,0.01,0.0,0.11,0.124,2.7,0.08,0.11,33.4171
-374.035,4140.0,11.0,21,18.622,5.474,23.91294,102.3,238.7594,0.086,0.015,0.28,2.58,0.013,0.0,0.11,0.125,2.696,0.084,0.11,33.4215
-374.035,4140.0,11.0,30,17.229,5.717,24.19753,103.98,249.289,0.08,0.015,0.29,2.61,0.01,0.0,0.13,0.106,2.203,0.12,0.13,33.3501
-374.035,4140.0,11.0,42,16.99,5.672,24.25793,102.68,247.3122,0.087,0.017,0.29,2.59,0.01,0.0,0.11,0.08,1.545,0.163,0.11,33.3542
-374.035,4140.0,11.0,50,16.663,5.759,24.36431,103.61,251.0796,0.102,0.021,0.28,2.57,0.01,0.0,0.16,0.093,1.227,0.193,0.16,33.3927
-374.035,4140.0,11.0,72,15.371,5.85,24.7524,102.65,254.9504,0.157,0.048,0.27,2.55,0.015,0.0,0.18,0.127,0.352,0.267,0.18,33.5159
-374.035,4140.0,11.0,75,14.837,5.959,24.74116,103.34,259.7036,0.177,0.061,0.28,2.59,0.01,0.0,0.16,0.122,0.33,0.279,0.16,33.3504
-374.035,4140.0,11.0,92,14.354,5.858,24.91184,100.65,255.2593,0.241,0.13,0.29,2.67,0.011,0.0,0.1,0.093,0.206,0.33,0.1,33.4372
-30.779,574.0,3.0,0,14.279,6.01,25.01291,103.21,261.8568,1.924,0.777,0.4,0.7,0.05,0.5,0.07,0.357,23.076,0.0,0.07,33.555
-30.779,574.0,3.0,2,14.279,6.01,25.01303,103.2,261.8568,1.924,0.777,0.4,0.7,0.05,0.5,0.07,0.357,23.076,0.006,0.07,33.555
-30.779,574.0,3.0,7,14.279,6.006,25.01357,103.13,261.6823,1.866,0.812,0.4,0.73,0.05,0.4,0.07,0.275,24.814,0.021,0.07,33.5553
-30.779,574.0,3.0,10,14.219,5.975,25.02697,102.48,260.3283,2.072,0.859,0.39,0.76,0.06,0.6,0.11,0.343,23.026,0.029,0.11,33.5561
-30.779,574.0,3.0,19,13.975,5.832,25.07739,99.52,254.0853,2.714,1.291,0.49,1.51,0.13,1.7,0.37,0.27,16.038,0.056,0.37,33.5548
-30.779,574.0,3.0,20,13.97,5.813,25.07856,99.19,253.2573,2.726,1.331,0.49,1.53,0.13,1.7,0.37,0.265,15.068,0.059,0.37,33.5549
-30.779,574.0,3.0,30,13.925,5.798,25.08855,98.84,252.6013,2.762,1.499,0.52,1.78,0.14,2.1,0.38,0.211,5.371,0.088,0.38,33.555
-30.779,574.0,3.0,34,13.891,5.751,25.09543,97.97,250.5519,2.726,1.424,0.53,1.93,0.14,2.2,0.41,0.19,1.492,0.099,0.41,33.5545
-30.779,574.0,3.0,40,13.831,5.685,25.1083,96.72,247.6734,2.684,1.552,0.55,2.28,0.15,2.6,0.45,0.231,0.499,0.116,0.45,33.5547
-170.631,4318.0,16.0,0,14.818,5.837,24.56031,101.07,254.4315,0.583,0.2,0.38,2.41,0.06,0.8,0.0,0.14,7.123,0.0,0.0,33.1167
-170.631,4318.0,16.0,2,14.818,5.837,24.56044,101.07,254.4315,0.583,0.2,0.38,2.41,0.06,0.8,0.0,0.14,7.123,0.007,0.0,33.1167
-170.631,4318.0,16.0,9,14.811,5.856,24.56277,101.38,255.2591,0.586,0.187,0.39,2.4,0.06,0.7,0.0,0.133,8.905,0.03,0.0,33.1172
-170.631,4318.0,16.0,10,14.808,5.876,24.56132,101.72,256.1312,0.6,0.202,0.38,2.4,0.06,0.6,0.0,0.48,8.64,0.034,0.0,33.1144
-170.631,4318.0,16.0,20,14.799,5.871,24.5638,101.61,255.9127,0.582,0.197,0.38,2.43,0.06,0.6,0.0,0.151,5.014,0.068,0.0,33.1143
-170.631,4318.0,16.0,21,14.799,5.848,24.5631,101.21,254.9103,0.58,0.196,0.38,2.43,0.06,0.6,0.0,0.118,4.651,0.071,0.0,33.1133
-170.631,4318.0,16.0,30,14.793,5.744,24.62778,99.44,250.3612,0.513,0.212,0.42,2.59,0.12,1.2,0.0,0.147,2.409,0.102,0.0,33.1948
-170.631,4318.0,16.0,38,12.808,5.594,24.9692,92.91,243.742,0.246,0.195,0.72,3.99,0.59,5.3,0.0,0.173,0.417,0.126,0.0,33.1099
-170.631,4318.0,16.0,48,11.471,5.482,25.19098,88.48,238.8103,0.154,0.134,0.89,5.6,0.05,8.3,0.0,0.071,0.116,0.155,0.0,33.0702
-18.483,777.0,4.0,0,14.987,6.097,24.88122,106.23,265.6815,3.347,0.555,0.35,0.83,0.04,0.3,0.0,0.319,46.674,0.0,0.0,33.5804
-18.483,777.0,4.0,2,14.987,6.097,24.88135,106.23,265.6815,3.347,0.555,0.35,0.83,0.04,0.3,0.0,0.319,46.674,0.006,0.0,33.5804
-18.483,777.0,4.0,6,14.804,6.098,24.92278,105.86,265.7144,3.636,0.601,0.35,0.86,0.03,0.2,0.0,0.279,44.711,0.018,0.0,33.5825
-18.483,777.0,4.0,7,14.741,6.186,24.93346,107.24,269.5461,6.198,1.1,0.3,0.61,0.03,0.2,0.0,0.512,44.55,0.021,0.0,33.5787
-18.483,777.0,4.0,10,14.71,6.016,24.94369,104.23,262.1359,7.304,1.334,0.36,1.06,0.05,0.5,0.04,0.415,41.734,0.031,0.04,33.5831
-18.483,777.0,4.0,15,14.586,5.91,24.97838,102.14,257.5085,9.146,1.723,0.47,1.8,0.08,1.1,0.1,0.252,37.041,0.045,0.1,33.5933
-18.483,777.0,4.0,20,14.428,5.875,25.00122,101.2,255.9777,10.16,1.756,0.47,1.92,0.08,1.3,0.19,0.264,22.989,0.06,0.19,33.579
-18.483,777.0,4.0,26,14.096,5.904,25.05775,101.0,257.2271,11.377,1.795,0.48,2.07,0.09,1.5,0.29,0.279,6.126,0.078,0.29,33.5614
-18.483,777.0,4.0,30,13.576,5.486,25.15675,92.85,238.9925,10.156,1.615,0.67,4.4,0.17,4.5,0.36,0.193,1.407,0.089,0.36,33.5506
-118.417,4015.0,18.0,0,14.243,5.826,24.85111,99.84,253.88,0.431,0.143,0.51,3.07,0.16,2.8,0.1,0.115,7.383,0.0,0.1,33.3356
-118.417,4015.0,18.0,2,14.243,5.826,24.85123,99.84,253.8799,0.431,0.143,0.51,3.07,0.16,2.8,0.1,0.115,7.383,0.006,0.1,33.3356
-118.417,4015.0,18.0,9,14.243,5.839,24.85196,100.06,254.4463,0.456,0.138,0.49,3.02,0.16,2.5,0.08,0.132,7.259,0.028,0.08,33.336
-118.417,4015.0,18.0,10,14.243,5.791,24.84863,99.23,252.3554,0.445,0.138,0.5,3.02,0.16,2.5,0.08,0.101,7.02,0.031,0.08,33.3316
-118.417,4015.0,18.0,12,14.241,5.833,24.85341,99.95,254.1844,0.423,0.137,0.51,3.03,0.16,2.5,0.08,0.038,6.541,0.037,0.08,33.3371
-118.417,4015.0,18.0,20,14.242,5.805,24.84936,99.47,252.9653,0.434,0.138,0.51,3.04,0.16,2.5,0.08,0.151,4.587,0.062,0.08,33.3315
-118.417,4015.0,18.0,25,14.237,5.843,24.85218,100.11,254.6205,0.441,0.138,0.51,3.05,0.16,2.5,0.08,0.221,3.366,0.077,0.08,33.3334
-118.417,4015.0,18.0,30,14.213,5.783,24.8565,99.03,252.0048,0.447,0.156,0.5,3.04,0.18,2.6,0.1,0.189,2.485,0.094,0.1,33.3321
-118.417,4015.0,18.0,41,13.961,5.687,24.98541,96.94,247.7903,0.413,0.213,0.6,3.28,0.26,3.8,0.47,0.12,0.548,0.126,0.47,33.4303
